Firm ID,Year,Default,WC/TA,RE/TA,EBIT/TA,ME/TL,S/TA
1552,2013,0,0.09,-0.09,0.01,0.53,0.08
864,2015,0,0.04,0.29,0.0,0.55,0.3
2491,2012,0,0.39,0.26,0.05,0.8,0.28
2614,2019,0,0.16,0.07,0.0,0.44,0.21
2887,2014,0,0.42,0.11,0.0,0.32,0.11
1439,2013,0,0.26,0.29,0.03,0.69,0.21
1454,2015,0,0.49,0.08,0.03,0.71,0.16
3037,2014,0,0.17,0.23,0.03,0.69,0.16
2743,2017,0,0.11,0.15,0.0,0.22,0.11
993,2020,0,0.12,0.09,0.0,1.03,0.33
2270,2015,0,0.52,-0.1,0.04,0.72,0.09
1668,2014,0,0.34,0.11,0.02,0.74,0.17
339,2017,0,0.45,0.31,0.04,0.26,0.33
266,2015,0,0.48,0.15,0.05,0.97,0.27
2552,2019,0,0.41,0.29,0.04,0.77,0.18
2017,2014,0,0.1,-0.08,0.02,0.92,0.31
568,2018,0,0.51,-0.12,0.05,0.22,0.17
2699,2014,0,0.42,-0.08,0.05,0.19,0.24
49,2017,0,-0.09,0.32,0.03,0.72,0.08
838,2019,0,0.12,0.02,0.03,1.0,0.22
3716,2016,1,0.33,0.01,0.03,0.45,0.18
1391,2019,0,0.37,0.31,0.01,1.27,0.33
3416,2012,0,-0.1,0.32,0.03,0.12,0.08
527,2012,0,-0.07,-0.12,0.03,0.85,0.09
662,2014,0,0.18,0.03,0.05,0.45,0.13
958,2016,0,-0.01,0.14,0.02,1.15,0.3
2264,2012,0,-0.1,-0.01,0.04,1.13,0.11
965,2019,0,0.1,0.01,0.05,1.02,0.22
919,2017,0,0.45,0.01,0.02,1.04,0.27
3127,2019,0,-0.06,-0.09,0.03,1.1,0.19
461,2013,0,-0.06,0.22,0.04,0.91,0.18
759,2012,0,0.22,-0.09,0.03,0.18,0.17
1394,2012,0,-0.05,0.25,0.04,0.24,0.3
2091,2016,0,0.24,0.19,0.05,0.39,0.22
1934,2013,0,0.27,0.1,0.0,1.07,0.28
1253,2018,0,0.02,0.2,0.01,0.99,0.15
1301,2014,0,0.24,0.31,0.02,1.11,0.22
16,2017,0,0.27,0.11,0.05,0.55,0.16
8,2012,0,0.18,-0.05,0.0,1.09,0.29
3685,2020,1,0.28,-0.01,0.04,0.86,0.16
878,2020,0,0.05,0.32,0.04,0.5,0.14
873,2016,0,0.1,0.19,0.04,0.53,0.12
3556,2014,1,0.26,0.0,0.03,0.28,0.15
1440,2016,0,0.14,-0.1,0.03,1.01,0.34
754,2015,0,0.31,0.05,0.04,0.85,0.13
673,2019,0,0.55,0.2,0.04,0.19,0.2
1280,2020,0,0.34,0.01,0.04,0.27,0.18
2166,2012,0,0.41,0.13,0.04,0.87,0.28
3712,2019,1,0.21,0.0,0.04,2.75,0.14
3479,2015,0,0.36,0.22,0.01,1.12,0.11
2383,2014,0,0.43,0.14,0.03,0.93,0.28
3461,2017,0,0.18,-0.07,0.0,0.17,0.31
3619,2015,1,0.18,0.03,0.03,2.21,0.26
3395,2019,0,0.16,0.06,0.01,0.68,0.2
3856,2020,1,0.32,-0.06,0.03,1.38,0.13
2053,2018,0,0.46,-0.02,0.04,0.39,0.13
3115,2016,0,-0.04,-0.09,0.04,0.25,0.08
3024,2013,0,0.17,0.2,0.01,0.15,0.24
2385,2013,0,0.38,0.09,0.05,1.08,0.19
3111,2014,0,0.51,0.21,0.0,0.86,0.33
526,2020,0,0.39,0.31,0.0,0.73,0.25
1601,2016,0,0.49,0.24,0.02,0.88,0.23
3679,2019,1,0.26,0.03,0.03,2.56,0.22
224,2013,0,0.54,0.19,0.02,0.28,0.3
3083,2020,0,0.39,-0.09,0.0,1.2,0.25
3863,2018,1,0.14,-0.05,0.03,3.12,0.25
3311,2016,0,0.49,-0.12,0.04,1.19,0.12
2859,2019,0,0.39,0.21,0.0,0.86,0.25
2837,2015,0,0.23,-0.12,0.04,0.59,0.29
1147,2020,0,0.27,0.1,0.03,0.76,0.21
3676,2020,1,0.13,-0.04,0.03,1.16,0.18
3904,2019,1,0.21,-0.02,0.04,1.38,0.15
977,2015,0,-0.02,-0.11,0.01,1.0,0.09
1248,2016,0,0.05,-0.08,0.01,0.09,0.24
2702,2019,0,-0.06,0.04,0.05,1.25,0.33
1600,2015,0,0.27,0.3,0.05,0.93,0.08
677,2013,0,0.01,-0.12,0.05,0.32,0.09
1568,2018,0,0.5,0.0,0.0,0.63,0.1
417,2017,0,0.33,0.03,0.05,0.86,0.3
3704,2016,1,0.23,0.02,0.03,1.89,0.15
3282,2015,0,0.11,-0.04,0.02,0.54,0.2
3295,2013,0,0.5,0.16,0.01,0.66,0.19
309,2019,0,0.08,0.0,0.05,0.34,0.1
3631,2014,1,0.18,0.04,0.04,0.73,0.27
178,2014,0,0.51,0.19,0.02,0.57,0.2
3310,2014,0,0.53,0.12,0.01,0.61,0.2
2974,2018,0,0.44,-0.11,0.01,0.42,0.32
3533,2013,0,0.36,0.03,0.03,1.13,0.23
271,2020,0,0.28,0.03,0.03,0.33,0.28
3824,2015,1,0.09,0.04,0.04,1.65,0.15
3816,2019,1,0.29,0.06,0.04,1.76,0.26
2659,2018,0,0.07,0.19,0.01,0.56,0.11
2106,2012,0,0.01,0.14,0.05,0.47,0.16
3944,2018,1,0.17,-0.1,0.03,1.23,0.12
2355,2020,0,0.01,0.3,0.03,0.81,0.24
2802,2012,0,0.15,0.28,0.04,0.39,0.26
2125,2013,0,0.54,0.07,0.01,1.18,0.16
3998,2013,1,0.19,-0.04,0.04,2.33,0.2
50,2015,0,0.09,-0.01,0.02,0.12,0.27
1471,2020,0,0.12,0.09,0.01,0.73,0.08
462,2015,0,0.41,0.25,0.03,0.29,0.16
3338,2014,0,0.44,-0.02,0.03,0.82,0.19
1790,2017,0,0.21,-0.12,0.0,0.53,0.11
382,2013,0,0.34,0.28,0.0,0.09,0.31
589,2018,0,0.52,0.03,0.05,0.96,0.32
920,2014,0,-0.08,0.0,0.02,0.23,0.18
3015,2013,0,0.35,0.02,0.05,0.26,0.18
452,2017,0,0.22,0.13,0.03,0.96,0.16
1457,2012,0,0.26,0.1,0.05,0.23,0.25
2717,2018,0,0.11,0.2,0.05,0.54,0.12
206,2017,0,0.53,0.19,0.02,0.53,0.33
2900,2016,0,0.53,-0.04,0.05,0.82,0.08
3519,2017,0,0.13,0.19,0.02,0.77,0.25
1801,2019,0,0.24,0.18,0.0,0.13,0.13
2290,2020,0,0.28,-0.04,0.0,0.94,0.11
1485,2018,0,-0.08,0.32,0.0,0.81,0.12
1855,2020,0,0.54,0.07,0.02,0.38,0.13
4000,2020,1,0.3,0.05,0.04,3.16,0.25
1387,2012,0,0.14,0.22,0.03,0.23,0.29
915,2012,0,0.42,0.14,0.05,0.69,0.27
2146,2014,0,0.09,0.24,0.01,1.02,0.33
121,2012,0,-0.04,-0.12,0.02,0.58,0.17
2644,2018,0,0.52,-0.08,0.03,0.59,0.25
2108,2019,0,0.5,0.13,0.03,0.93,0.11
3637,2012,1,0.17,0.0,0.03,2.73,0.16
1312,2012,0,0.35,0.1,0.01,0.32,0.09
2228,2020,0,-0.05,0.32,0.0,0.42,0.34
3355,2018,0,0.4,0.25,0.0,0.51,0.16
2095,2014,0,0.32,0.22,0.02,0.87,0.31
2688,2014,0,0.27,-0.08,0.03,0.75,0.22
1110,2017,0,0.18,0.29,0.02,0.25,0.32
1297,2015,0,0.07,0.05,0.04,0.3,0.22
2104,2014,0,0.18,0.27,0.03,0.33,0.21
243,2019,0,0.24,0.0,0.02,0.89,0.24
3641,2019,1,0.16,0.03,0.04,2.58,0.26
2277,2018,0,0.21,0.13,0.01,0.37,0.19
3458,2017,0,0.16,0.14,0.0,1.22,0.19
1076,2018,0,0.53,-0.02,0.01,0.45,0.29
392,2012,0,0.53,-0.06,0.03,0.12,0.31
2415,2014,0,0.47,0.2,0.0,1.24,0.12
952,2016,0,0.25,0.12,0.05,0.98,0.29
957,2016,0,0.07,0.09,0.05,1.27,0.31
2517,2012,0,0.36,0.3,0.04,0.8,0.2
311,2013,0,-0.06,-0.04,0.04,0.28,0.15
735,2013,0,0.53,0.2,0.04,1.23,0.28
2178,2017,0,0.4,0.26,0.01,0.24,0.22
542,2013,0,-0.11,0.09,0.01,1.13,0.22
116,2018,0,-0.06,0.19,0.0,0.74,0.25
802,2016,0,0.49,0.19,0.04,0.92,0.12
1203,2015,0,-0.06,0.2,0.02,1.17,0.2
131,2017,0,-0.08,-0.03,0.01,0.34,0.13
3993,2018,1,0.11,-0.1,0.03,1.13,0.12
2149,2019,0,0.4,0.03,0.03,0.23,0.18
903,2012,0,0.49,-0.08,0.01,0.95,0.31
3296,2014,0,0.36,0.14,0.02,0.25,0.14
3199,2012,0,0.23,-0.05,0.01,0.42,0.29
1236,2015,0,0.04,-0.07,0.01,0.14,0.12
3034,2018,0,0.26,-0.04,0.04,0.21,0.3
3124,2016,0,-0.08,0.05,0.04,0.43,0.13
3190,2012,0,-0.05,-0.03,0.04,1.27,0.34
2419,2016,0,0.37,0.23,0.01,1.14,0.16
2944,2020,0,0.28,-0.06,0.05,1.07,0.09
1576,2019,0,0.01,-0.08,0.05,0.48,0.14
1384,2015,0,0.17,0.28,0.05,0.22,0.11
2459,2016,0,0.17,0.07,0.05,0.6,0.27
296,2019,0,0.45,0.21,0.04,1.02,0.17
3197,2014,0,0.15,0.19,0.03,0.1,0.22
3952,2013,1,0.16,-0.08,0.03,1.33,0.13
1325,2015,0,-0.06,-0.09,0.03,0.76,0.27
2884,2013,0,-0.1,-0.01,0.02,0.64,0.23
3215,2020,0,0.04,-0.06,0.01,1.19,0.32
1956,2014,0,0.22,0.07,0.05,1.22,0.31
1350,2019,0,0.43,0.15,0.02,1.17,0.11
34,2020,0,-0.05,0.16,0.02,1.23,0.31
401,2017,0,-0.1,0.26,0.02,1.04,0.08
3907,2020,1,0.18,-0.04,0.03,0.29,0.17
3532,2012,0,0.4,0.12,0.05,0.29,0.17
2380,2019,0,-0.08,0.22,0.0,0.58,0.25
1294,2012,0,0.42,0.0,0.02,0.87,0.23
314,2020,0,0.47,0.0,0.0,0.75,0.24
3518,2012,0,0.37,-0.09,0.02,1.17,0.14
1270,2017,0,0.44,0.2,0.03,0.38,0.26
2283,2018,0,0.17,0.16,0.01,0.26,0.17
1533,2014,0,0.03,0.1,0.03,0.33,0.17
151,2012,0,0.43,0.09,0.01,0.6,0.1
3914,2019,1,0.13,-0.11,0.04,1.16,0.23
3691,2014,1,0.09,-0.07,0.04,2.83,0.28
2334,2019,0,0.2,0.11,0.02,0.62,0.29
555,2013,0,0.24,-0.12,0.05,0.61,0.13
1685,2020,0,0.43,0.13,0.04,1.07,0.26
439,2012,0,0.51,0.04,0.05,0.39,0.13
3836,2019,1,0.32,0.01,0.04,1.34,0.12
3551,2016,1,0.32,0.01,0.04,0.05,0.22
605,2018,0,0.0,-0.06,0.05,1.29,0.17
1443,2017,0,-0.04,-0.07,0.01,0.92,0.28
3095,2018,0,-0.1,0.1,0.01,1.23,0.11
3087,2012,0,-0.06,0.3,0.01,0.29,0.13
1437,2014,0,0.1,0.21,0.05,0.14,0.25
1478,2017,0,0.23,0.13,0.03,0.26,0.16
1853,2012,0,0.29,-0.08,0.01,0.77,0.3
3951,2020,1,0.1,0.05,0.03,2.51,0.21
1512,2019,0,0.44,0.15,0.04,0.48,0.09
964,2019,0,0.03,0.28,0.02,1.29,0.12
3009,2019,0,-0.07,-0.01,0.03,0.52,0.27
3325,2017,0,0.15,0.12,0.05,0.99,0.1
871,2012,0,-0.04,0.16,0.02,0.62,0.15
1460,2020,0,-0.03,0.01,0.03,0.91,0.27
3212,2016,0,0.14,0.22,0.02,0.41,0.22
1054,2017,0,0.0,0.15,0.02,0.1,0.26
1931,2020,0,0.25,0.31,0.03,1.09,0.2
3773,2015,1,0.35,0.04,0.04,0.61,0.12
2351,2014,0,0.32,0.07,0.0,0.33,0.29
2972,2015,0,0.44,0.17,0.05,0.69,0.21
2328,2012,0,0.48,-0.09,0.03,0.97,0.22
1504,2020,0,0.07,0.05,0.03,0.79,0.26
2754,2017,0,0.14,0.22,0.05,0.42,0.24
1968,2019,0,0.28,0.22,0.03,0.54,0.29
1616,2020,0,0.26,0.11,0.04,0.55,0.17
1953,2018,0,0.39,0.07,0.05,0.25,0.24
2554,2020,0,0.0,0.04,0.05,0.8,0.34
494,2020,0,0.02,0.09,0.01,0.33,0.32
2451,2012,0,0.28,-0.07,0.01,0.89,0.21
3233,2012,0,-0.04,0.19,0.0,0.36,0.27
3164,2017,0,0.36,0.21,0.0,0.14,0.25
1481,2012,0,0.32,0.18,0.03,1.19,0.1
1984,2019,0,0.22,0.06,0.05,0.89,0.24
1955,2014,0,0.52,0.32,0.02,0.47,0.09
2882,2015,0,0.43,0.32,0.04,0.57,0.15
2317,2019,0,0.25,0.0,0.03,0.23,0.34
2111,2015,0,-0.07,0.31,0.03,1.0,0.12
3964,2013,1,0.16,-0.06,0.04,1.88,0.22
2382,2014,0,0.55,0.3,0.01,0.53,0.09
631,2019,0,-0.03,-0.04,0.04,0.11,0.21
100,2020,0,0.4,0.32,0.01,1.03,0.33
1528,2017,0,0.53,0.15,0.01,0.13,0.11
1849,2019,0,0.3,0.18,0.05,0.34,0.11
1731,2015,0,0.32,0.32,0.02,1.06,0.12
3643,2012,1,0.2,-0.1,0.04,1.58,0.17
2406,2016,0,0.17,0.28,0.05,1.16,0.16
3715,2015,1,0.12,-0.11,0.04,1.78,0.24
2830,2017,0,0.09,0.28,0.01,0.15,0.33
1918,2013,0,0.22,0.25,0.02,0.25,0.29
884,2016,0,0.53,-0.09,0.05,0.25,0.2
449,2019,0,-0.1,0.21,0.01,0.7,0.33
3235,2019,0,-0.08,-0.1,0.02,0.58,0.31
189,2012,0,0.1,0.29,0.05,0.79,0.24
943,2015,0,-0.11,0.22,0.01,0.58,0.22
3922,2019,1,0.15,-0.09,0.03,1.64,0.12
3022,2015,0,0.37,0.0,0.0,0.65,0.09
317,2020,0,0.29,-0.04,0.05,0.65,0.3
3903,2017,1,0.29,0.03,0.03,1.64,0.25
1816,2015,0,0.42,-0.05,0.0,0.31,0.17
2729,2020,0,0.42,-0.1,0.02,0.51,0.33
3895,2020,1,0.17,-0.09,0.03,1.19,0.25
51,2015,0,0.23,0.05,0.0,0.92,0.17
192,2013,0,0.29,0.07,0.0,0.21,0.34
2792,2019,0,0.32,0.05,0.01,0.15,0.29
1452,2015,0,0.21,0.02,0.02,1.19,0.14
1020,2014,0,-0.05,0.18,0.01,0.58,0.15
277,2014,0,0.55,-0.02,0.0,0.81,0.08
1654,2014,0,0.06,0.16,0.02,0.43,0.19
1911,2013,0,0.43,0.19,0.02,0.14,0.15
3916,2019,1,0.18,-0.05,0.04,1.75,0.27
287,2020,0,0.33,0.07,0.04,1.24,0.17
2282,2014,0,0.06,0.26,0.03,1.07,0.1
3294,2015,0,0.25,0.27,0.05,0.78,0.3
3756,2020,1,0.35,0.06,0.04,0.43,0.15
253,2019,0,0.14,0.15,0.04,0.56,0.24
274,2012,0,-0.09,0.28,0.0,0.69,0.1
3385,2012,0,0.2,-0.01,0.04,0.46,0.12
2838,2014,0,0.43,-0.05,0.05,1.14,0.34
2211,2020,0,0.25,0.24,0.05,0.54,0.24
2526,2020,0,0.23,0.17,0.0,1.14,0.09
927,2013,0,0.06,-0.09,0.05,0.1,0.3
2602,2014,0,0.28,0.06,0.03,0.49,0.16
2204,2016,0,0.43,0.24,0.02,0.49,0.25
3899,2017,1,0.2,0.01,0.04,2.01,0.2
752,2014,0,0.3,0.06,0.04,0.36,0.33
948,2016,0,0.39,0.04,0.04,0.68,0.15
2425,2020,0,0.42,0.24,0.04,0.14,0.23
106,2016,0,-0.1,0.31,0.04,0.4,0.1
3323,2012,0,0.23,0.05,0.03,0.75,0.28
2632,2018,0,0.11,-0.11,0.02,0.72,0.15
3918,2019,1,0.26,-0.07,0.03,0.97,0.19
3573,2016,1,0.12,-0.06,0.03,1.02,0.27
305,2019,0,0.38,0.3,0.03,0.36,0.3
593,2012,0,0.23,-0.02,0.04,0.21,0.17
3303,2014,0,0.22,-0.07,0.04,0.61,0.16
3604,2016,1,0.1,0.0,0.03,1.08,0.22
2041,2015,0,-0.07,-0.03,0.02,0.09,0.12
1136,2015,0,0.09,-0.03,0.05,0.84,0.2
3432,2017,0,0.45,0.31,0.0,1.24,0.3
1651,2016,0,-0.11,0.29,0.03,0.12,0.29
1343,2020,0,0.03,-0.1,0.0,0.37,0.3
3793,2016,1,0.19,0.03,0.03,1.23,0.15
3686,2020,1,0.08,0.06,0.04,0.79,0.28
2742,2020,0,-0.06,-0.1,0.01,1.21,0.34
2809,2017,0,0.47,0.12,0.01,0.67,0.08
2550,2015,0,0.01,-0.06,0.0,0.46,0.08
3487,2017,0,0.06,0.24,0.0,0.79,0.16
934,2020,0,0.38,0.0,0.02,1.06,0.08
1399,2016,0,0.55,0.23,0.05,0.25,0.31
1233,2015,0,0.55,0.29,0.03,0.3,0.22
2733,2015,0,-0.06,0.29,0.01,0.08,0.15
2967,2013,0,0.45,0.07,0.05,0.94,0.19
2003,2020,0,0.0,0.29,0.05,0.15,0.09
790,2016,0,0.54,0.18,0.05,0.69,0.22
820,2013,0,0.2,0.01,0.02,1.29,0.28
2518,2019,0,0.11,0.15,0.05,0.23,0.21
2624,2012,0,0.26,0.14,0.03,0.09,0.22
2523,2019,0,0.33,0.21,0.04,0.58,0.08
1166,2013,0,0.29,-0.06,0.01,0.92,0.09
614,2015,0,0.33,-0.1,0.05,0.42,0.18
2155,2013,0,-0.08,-0.04,0.03,1.06,0.31
259,2017,0,0.06,-0.02,0.04,0.51,0.21
2371,2012,0,0.05,0.05,0.02,0.28,0.13
2408,2017,0,0.2,0.32,0.03,0.3,0.21
2346,2020,0,0.49,0.29,0.05,1.24,0.24
2448,2020,0,0.4,0.23,0.05,0.44,0.19
697,2013,0,0.4,0.31,0.03,0.66,0.12
2736,2019,0,-0.03,0.02,0.05,1.29,0.21
1952,2018,0,0.44,0.14,0.01,0.8,0.15
2163,2017,0,0.37,0.05,0.02,0.17,0.21
67,2019,0,-0.01,0.14,0.03,0.37,0.15
426,2015,0,0.44,0.13,0.04,0.93,0.19
2768,2017,0,-0.02,0.3,0.04,1.17,0.11
1638,2014,0,-0.03,-0.11,0.02,1.17,0.31
3499,2014,0,0.4,-0.09,0.03,0.79,0.22
3839,2019,1,0.31,0.02,0.03,1.42,0.21
1583,2016,0,0.17,-0.09,0.05,0.78,0.16
59,2014,0,0.24,-0.11,0.02,0.98,0.19
2953,2017,0,-0.09,-0.1,0.03,1.26,0.18
2122,2020,0,-0.1,0.31,0.05,0.17,0.33
3763,2020,1,0.1,-0.02,0.03,1.04,0.13
2648,2012,0,0.46,0.2,0.01,1.23,0.14
2115,2013,0,0.12,0.23,0.04,0.82,0.19
1380,2017,0,0.43,-0.04,0.02,1.28,0.31
529,2012,0,-0.08,0.02,0.03,0.33,0.12
1088,2017,0,0.17,0.06,0.04,0.37,0.09
1428,2019,0,0.3,0.2,0.05,0.42,0.25
1848,2012,0,0.51,0.09,0.01,0.19,0.31
3242,2012,0,-0.05,0.02,0.02,0.62,0.12
3075,2015,0,-0.09,-0.09,0.0,0.87,0.3
369,2019,0,0.02,0.12,0.02,1.29,0.13
2828,2016,0,0.23,-0.01,0.03,0.11,0.31
1748,2017,0,0.46,-0.01,0.03,0.98,0.23
2251,2018,0,0.54,0.16,0.02,0.68,0.32
3995,2017,1,0.28,0.03,0.04,2.2,0.25
3543,2017,0,0.17,-0.04,0.02,0.09,0.12
2607,2016,0,-0.07,0.15,0.04,1.02,0.08
1536,2020,0,0.38,0.02,0.05,0.91,0.08
748,2017,0,0.43,0.04,0.04,0.27,0.27
2832,2019,0,-0.04,-0.06,0.02,0.8,0.26
2219,2016,0,0.43,-0.07,0.01,0.49,0.08
1172,2016,0,-0.03,-0.12,0.02,1.26,0.25
3695,2014,1,0.33,-0.11,0.03,1.7,0.2
372,2013,0,-0.11,0.24,0.0,0.87,0.22
882,2019,0,0.37,0.21,0.04,1.21,0.27
3309,2018,0,0.08,0.16,0.0,1.1,0.21
1655,2018,0,0.1,0.15,0.01,0.99,0.3
3833,2013,1,0.31,-0.08,0.03,0.55,0.24
894,2014,0,0.03,-0.1,0.02,1.15,0.13
3324,2020,0,-0.01,0.28,0.03,0.7,0.09
649,2012,0,-0.01,0.02,0.01,0.56,0.09
3356,2020,0,0.27,-0.03,0.02,1.07,0.32
1817,2014,0,0.06,0.11,0.05,1.12,0.09
3076,2013,0,0.14,-0.01,0.01,0.66,0.22
1634,2016,0,0.22,0.16,0.01,0.43,0.26
2311,2017,0,0.1,0.1,0.0,0.82,0.16
3890,2019,1,0.2,-0.1,0.04,3.09,0.22
2144,2015,0,0.55,0.32,0.03,1.18,0.34
2582,2018,0,0.1,0.32,0.01,0.95,0.12
1757,2018,0,0.1,0.24,0.0,0.08,0.24
746,2016,0,0.42,-0.09,0.04,1.09,0.23
1165,2017,0,0.26,0.27,0.02,0.67,0.14
2798,2014,0,-0.01,0.12,0.0,0.97,0.3
1834,2018,0,0.13,0.05,0.01,1.24,0.16
3175,2019,0,0.29,0.25,0.04,0.2,0.26
455,2012,0,0.22,0.0,0.05,0.65,0.33
635,2012,0,0.11,-0.12,0.03,1.03,0.17
3799,2013,1,0.29,-0.03,0.03,1.78,0.15
1537,2012,0,0.41,-0.1,0.03,1.15,0.2
2989,2016,0,0.34,-0.05,0.04,1.26,0.19
1063,2015,0,0.17,0.01,0.05,1.16,0.31
2591,2019,0,0.18,0.3,0.02,0.89,0.22
2954,2019,0,-0.07,0.11,0.01,1.16,0.22
2722,2019,0,0.33,0.15,0.03,1.12,0.23
1614,2015,0,-0.06,0.19,0.03,0.72,0.15
3234,2020,0,-0.09,0.23,0.0,0.16,0.12
2167,2017,0,0.16,0.09,0.03,0.6,0.26
1176,2018,0,0.04,-0.1,0.01,0.11,0.23
758,2012,0,0.47,0.06,0.03,0.48,0.22
1154,2012,0,0.23,0.24,0.0,1.03,0.23
2865,2018,0,0.47,0.21,0.02,0.35,0.2
2281,2018,0,0.07,0.09,0.03,0.22,0.15
713,2016,0,-0.05,0.17,0.04,0.28,0.27
2921,2014,0,0.0,0.13,0.0,0.6,0.18
3398,2020,0,0.17,-0.01,0.03,0.62,0.08
1948,2020,0,0.44,0.17,0.02,0.72,0.15
3979,2020,1,0.12,0.06,0.04,2.36,0.16
262,2012,0,0.13,0.01,0.0,1.16,0.14
2468,2019,0,0.36,0.07,0.04,0.46,0.33
1943,2020,0,0.43,0.1,0.0,1.13,0.3
2442,2019,0,0.37,0.03,0.04,0.53,0.32
3732,2013,1,0.33,-0.02,0.04,1.54,0.2
466,2020,0,0.21,0.29,0.03,0.94,0.32
2485,2018,0,0.21,-0.02,0.0,1.01,0.13
602,2012,0,0.1,0.06,0.02,0.48,0.12
2151,2018,0,0.3,0.28,0.04,1.03,0.13
223,2014,0,0.05,0.16,0.04,1.17,0.33
2868,2015,0,0.02,-0.09,0.03,0.92,0.14
2996,2019,0,-0.11,-0.05,0.0,0.48,0.27
3546,2012,0,0.0,0.02,0.03,0.59,0.28
2677,2016,0,0.22,0.07,0.02,0.93,0.32
1096,2013,0,0.2,0.12,0.02,0.22,0.14
3170,2013,0,0.55,-0.08,0.03,0.76,0.08
3803,2018,1,0.19,-0.04,0.04,2.89,0.16
2157,2019,0,0.02,0.32,0.03,0.24,0.24
150,2013,0,0.21,-0.1,0.04,0.37,0.28
3885,2017,1,0.1,-0.09,0.03,1.64,0.15
3486,2012,0,0.09,0.19,0.02,1.09,0.15
3485,2015,0,0.48,0.06,0.0,0.62,0.27
2078,2012,0,0.13,-0.12,0.03,0.53,0.26
634,2012,0,0.17,0.06,0.03,1.05,0.13
579,2016,0,0.04,-0.1,0.05,0.39,0.09
1560,2018,0,-0.01,-0.07,0.03,0.11,0.2
1095,2014,0,0.15,0.01,0.03,0.72,0.12
1034,2013,0,0.02,0.02,0.03,0.31,0.19
3144,2018,0,0.11,0.05,0.03,0.24,0.29
3934,2014,1,0.21,0.01,0.04,0.97,0.19
1793,2019,0,0.17,-0.02,0.0,0.11,0.34
742,2014,0,0.04,0.2,0.02,0.47,0.16
3690,2012,1,0.17,0.04,0.04,0.57,0.17
1059,2013,0,0.19,0.27,0.05,0.65,0.26
2633,2018,0,-0.03,-0.11,0.05,1.28,0.14
1381,2018,0,0.32,0.28,0.0,0.53,0.25
2630,2013,0,0.2,0.25,0.03,0.67,0.27
1103,2020,0,0.42,0.18,0.04,0.61,0.2
485,2017,0,-0.05,0.2,0.02,0.34,0.29
1326,2019,0,0.35,0.0,0.03,1.19,0.11
832,2016,0,0.09,-0.1,0.05,0.82,0.28
3967,2013,1,0.23,0.05,0.04,2.99,0.26
2124,2016,0,-0.1,0.18,0.05,0.63,0.16
2379,2014,0,0.23,0.28,0.03,1.03,0.16
64,2017,0,0.52,0.16,0.04,1.26,0.31
2257,2013,0,0.36,0.09,0.05,0.83,0.2
1026,2017,0,0.24,0.0,0.05,0.47,0.19
2619,2020,0,0.1,0.21,0.05,0.17,0.13
2514,2019,0,0.21,0.08,0.04,0.71,0.34
2112,2015,0,0.48,0.08,0.0,0.79,0.33
122,2020,0,0.25,0.18,0.04,0.78,0.24
2860,2017,0,0.11,0.1,0.01,0.43,0.33
1068,2013,0,0.48,0.06,0.02,0.43,0.28
185,2017,0,0.41,0.31,0.04,1.1,0.28
394,2015,0,0.42,0.04,0.04,0.82,0.1
792,2014,0,0.11,0.18,0.04,0.41,0.34
627,2020,0,0.03,0.03,0.04,1.27,0.2
2959,2016,0,0.29,0.19,0.01,0.72,0.18
2226,2015,0,0.06,0.0,0.05,0.44,0.11
647,2015,0,0.0,0.22,0.02,0.54,0.27
1060,2016,0,0.11,0.21,0.03,0.45,0.28
140,2020,0,0.53,0.12,0.01,1.16,0.12
1627,2015,0,0.54,0.26,0.02,1.17,0.15
3574,2012,1,0.21,0.02,0.04,0.4,0.26
196,2015,0,0.48,-0.06,0.03,0.38,0.1
437,2013,0,0.47,0.18,0.0,0.39,0.27
2682,2019,0,-0.11,0.07,0.04,0.51,0.34
2220,2017,0,0.51,-0.09,0.05,1.27,0.29
905,2017,0,-0.01,0.07,0.03,0.4,0.22
3841,2020,1,0.19,-0.03,0.04,0.08,0.17
2424,2014,0,0.35,0.17,0.01,0.95,0.13
1342,2015,0,0.07,0.13,0.0,0.81,0.25
3624,2012,1,0.29,-0.02,0.04,1.77,0.23
3260,2018,0,0.19,0.26,0.03,0.8,0.12
2654,2016,0,0.11,0.11,0.05,0.1,0.1
3167,2012,0,0.11,0.28,0.0,0.62,0.26
2339,2013,0,0.5,0.03,0.02,0.55,0.17
3760,2016,1,0.26,-0.08,0.04,1.1,0.18
434,2014,0,0.01,-0.03,0.0,0.51,0.22
241,2016,0,0.06,-0.03,0.03,0.29,0.15
513,2017,0,0.37,0.18,0.01,0.46,0.12
1449,2014,0,0.17,-0.03,0.03,0.16,0.31
1186,2017,0,0.3,-0.1,0.02,0.63,0.34
990,2018,0,0.27,0.19,0.02,0.64,0.21
2229,2019,0,-0.06,-0.02,0.02,1.12,0.25
177,2012,0,0.14,0.2,0.03,1.29,0.23
234,2012,0,0.13,0.05,0.04,0.37,0.1
3656,2019,1,0.3,-0.05,0.03,0.86,0.17
3749,2012,1,0.26,0.06,0.03,2.79,0.18
3550,2020,1,0.19,-0.08,0.03,1.51,0.28
2206,2017,0,0.34,0.06,0.0,0.96,0.31
3326,2017,0,0.29,0.09,0.04,0.66,0.2
3664,2012,1,0.26,0.02,0.03,0.47,0.21
3779,2014,1,0.22,0.02,0.03,1.8,0.12
1196,2013,0,0.19,0.2,0.05,0.63,0.29
